category	mir	disease	pmid	description
lncRNA target	hsa-mir-139	"Carcinoma, Hepatocellular"	28231734	Long non-coding RNA XIST promotes cell growth by regulating miR-139-5p/PDK1/AKT axis in hepatocellular carcinoma.
lncRNA target	hsa-mir-214	"Carcinoma, Nasopharyngeal"	28245169	Long Noncoding RNA LINC0086 Functions as a Tumor Suppressor in Nasopharyngeal Carcinoma by Targeting miR-214.
lncRNA target	hsa-mir-29b	Diabetic Retinopathy	28246353	Long non-coding RNA MIAT acts as a biomarker in diabetic retinopathy by absorbing miR-29b and regulating cell apoptosis.
lncRNA target	hsa-mir-449a	"Carcinoma, Lung, Non-Small-Cell"	28248928	"The lncRNA XIST exhibits oncogenic properties via regulation of miR-449a and Bcl-2 in human non-small cell lung cancerThis article has been corrected since Advanced Online Publication, and an erratum is also printed in this issue."
lncRNA target	hsa-mir-124	"Carcinoma, Tounge"	28260102	Long non-coding RNA MALAT1 interacts with miR-124 and modulates tongue cancer growth by targeting JAG1.
lncRNA target	hsa-mir-125b	Hepatitis B Virus Infection	28267418	MicroRNA-125b-5p mediates post-transcriptional regulation of hepatitis B virus replication via the LIN28B/let-7 axis.
lncRNA target	hsa-mir-203	"Carcinoma, Hepatocellular"	28271214	Long non-coding RNA UCA1 regulates the expression of Snail2 by miR-203 to promote hepatocellular carcinoma progression.
lncRNA target	hsa-mir-204	Uterine Corpus Endometrial Carcinoma	28280730	Cancer-Related Triplets of mRNA-lncRNA-miRNA Revealed by Integrative Network in Uterine Corpus Endometrial Carcinoma.
lncRNA target	hsa-mir-320	Uterine Corpus Endometrial Carcinoma	28280730	Cancer-Related Triplets of mRNA-lncRNA-miRNA Revealed by Integrative Network in Uterine Corpus Endometrial Carcinoma.
lncRNA target	hsa-mir-150	Myocardial Infarction	28295592	Knockdown of Long Non-Coding RNA-ZFAS1 Protects Cardiomyocytes Against Acute Myocardial Infarction Via Anti-Apoptosis by Regulating miR-150/CRP.
lncRNA target	hsa-mir-200a	Hepatitis C Virus Infection	28302418	LncRNA-ATB/microRNA-200a/¦Â-catenin regulatory axis involved in the progression of HCV-related hepatic fibrosis.
lncRNA target	hsa-mir-200b	Hepatitis C Virus Infection	28302418	LncRNA-ATB/microRNA-200a/¦Â-catenin regulatory axis involved in the progression of HCV-related hepatic fibrosis.
lncRNA target	hsa-mir-24	"Carcinoma, Colon"	28306719	"Chromosome 19q13 disruption alters expressions of CYP2A7, MIA and MIA-RAB4B lncRNA and contributes to FAP-like phenotype in APC mutation-negative familial colorectal cancer patients."
lncRNA target	hsa-mir-770	Gastric Cardia Adenocarcinoma	28345805	"Promoter hypermethylation-mediated downregulation of miR-770 and its host gene MEG3, a long non-coding RNA, in the development of gastric cardia adenocarcinoma."
lncRNA target	hsa-mir-129	Osteosarcoma	28346809	MALAT1 promotes osteosarcoma development by regulation of HMGB1 via miR-142-3p and miR-129-5p.
lncRNA target	hsa-mir-142	Osteosarcoma	28346809	MALAT1 promotes osteosarcoma development by regulation of HMGB1 via miR-142-3p and miR-129-5p.
lncRNA target	hsa-mir-181a	"Carcinoma, Nasopharyngeal"	28358263	LncRNA CCAT1 modulates the sensitivity of paclitaxel in nasopharynx cancers cells via miR-181a/CPEB2 axis.
lncRNA target	hsa-mir-138	"Carcinoma, Colon"	28358427	H19 promotes the migration and invasion of colon cancer by sponging miR-138 to upregulate the expression of HMGA1.
lncRNA target	hsa-mir-490	"Carcinoma, Colon"	28381168	Long non-coding RNA colon cancer-associated transcript 1 functions as a competing endogenous RNA to regulate cyclin-dependent kinase 1 expression by sponging miR-490-3p in hepatocellular carcinoma progression.
lncRNA target	hsa-mir-145	"Adenocarcinoma, Lung"	28388536	Long noncoding RNA ROR regulates chemoresistance in docetaxel-resistant lung adenocarcinoma cells via epithelial mesenchymal transition pathway.
lncRNA target	hsa-mir-199a	"Carcinoma, Prostate"	28400279	SNHG1 lncRNA negatively regulates miR-199a-3p to enhance CDK7 expression and promote cell proliferation in prostate cancer.
lncRNA target	hsa-mir-200a	"Carcinoma, Hepatocellular"	28403886	The long non-coding RNA TP73-AS1 modulates HCC cell proliferation through miR-200a-dependent HMGB1/RAGE regulation.
lncRNA target	hsa-mir-26b	Melanoma	28409552	Long Noncoding RNA PVT1 Promotes Melanoma Progression via Endogenous Sponging miR-26b.
lncRNA target	hsa-mir-153	Osteosarcoma	28411362	Knockdown of Long Noncoding RNA TUG1 Inhibits the Proliferation and Cellular Invasion of Osteosarcoma Cells by Sponging miR-153.
lncRNA target	hsa-mir-210	Osteosarcoma	28415557	"lncRNA CTA is an essential regulator in DOX-induced OS cell apoptosis, and the lncRNA CTA-miR-210 axis plays an important role in reducing OS chemoresistance"
lncRNA target	hsa-mir-19b	Medulloblastoma	28415684	The long noncoding RNA linc-NeD125 controls the expression of medulloblastoma driver genes by microRNA sponge activity.
lncRNA target	hsa-mir-372	"Carcinoma, Hepatocellular"	28415780	Long noncoding RNA PCAT-14 induces proliferation and invasion by hepatocellular carcinoma cells by inducing methylation of miR-372.
lncRNA target	hsa-mir-21	Glioblastoma	28423669	"The novel long non-coding RNA TALNEC2, regulates tumor cell growth and the stemness and radiation response of glioma stem cells."
lncRNA target	hsa-mir-145	"Carcinoma, Oral"	28443494	Expression profiling of long non-coding RNA identifies linc-RoR as a prognostic biomarker in oral cancer.
lncRNA target	hsa-mir-186	"Carcinoma, Lung, Non-Small-Cell"	28448993	The Long Non-Coding RNA XIST Controls Non-Small Cell Lung Cancer Proliferation and Invasion by Modulating miR-186-5p.
lncRNA target	hsa-mir-495	"Carcinoma, Renal Cell"	28466784	LncRNA UCA1 promotes renal cell carcinoma proliferation through epigenetically repressing p21 expression and negatively regulating miR-495.
lncRNA target	hsa-mir-217	"Carcinoma, Colon"	28472810	The Long Non-Coding RNA CRNDE Promotes Colorectal Carcinoma Progression by Competitively Binding miR-217 with TCF7L2 and Enhancing the Wnt/¦Â-Catenin Signaling Pathway.
lncRNA target	hsa-mir-200b	Melanoma	28487474	"Long noncoding RNA HEIH promotes melanoma cell proliferation, migration and invasion via inhibition of miR-200b/a/429."
lncRNA target	hsa-mir-429	Melanoma	28487474	"Long noncoding RNA HEIH promotes melanoma cell proliferation, migration and invasion via inhibition of miR-200b/a/429."
lncRNA target	hsa-mir-145	"Carcinoma, Gastric"	28490034	Long Noncoding RNA CRNDE Promotes Proliferation of Gastric Cancer Cells by Targeting miR-145.
lncRNA target	hsa-mir-26a	Glioblastoma	28499919	Long non-coding RNA AC023115.3 suppresses chemoresistance of glioblastoma by reducing autophagy.
lncRNA target	hsa-mir-221	Osteosarcoma	28519068	Long Noncoding RNA GAS5 Suppresses Cell Growth and Epithelial-Mesenchymal Transition in Osteosarcoma by Regulating the miR-221/ARHI Pathway.
lncRNA target	hsa-mir-9	"Carcinoma, Hepatocellular"	28520103	Circular RNA circMTO1 acts as the sponge of microRNA-9 to suppress hepatocellular carcinoma progression.
lncRNA target	hsa-mir-21	Cardiac Fibrosis	28526319	LncRNA GAS5 controls cardiac fibroblast activation and fibrosis by targeting miR-21 via PTEN/MMP-2 signaling pathway.
lncRNA target	hsa-mir-129	"Carcinoma, Hepatocellular"	28526689	Long non-coding RNA NEAT1 promotes hepatocellular carcinoma cell proliferation through the regulation of miR-129-5p-VCP-I¦ÊB.
lncRNA target	hsa-mir-9	"Carcinoma, Esophageal"	28539329	Aberrant Methylation-Mediated Silencing of lncRNA MEG3 Functions as a ceRNA in Esophageal Cancer.
lncRNA target	hsa-mir-20a	Neoplasms [unspecific]	28542387	LncRNA-AF113014 promotes the expression of Egr2 by interaction with miR-20a to inhibit proliferation of hepatocellular carcinoma cells.
lncRNA target	hsa-let-7	Pancreatic Neoplasms	28580169	"linc-ROR functioned as a competing endogenous RNA (ceRNA) to several tumor suppressor microRNAs, particularly some members of let-7 family"
lncRNA target	hsa-mir-7	Gastric Neoplasms	28608528	Overexpression of Circular RNA ciRS-7 Abrogates the Tumor Suppressive Effect of miR-7 on Gastric Cancer via PTEN/PI3K/AKT Signaling Pathway.
lncRNA target	hsa-mir-335	"Carcinoma, Gastric"	28618927	Long non-coding RNA MSTO2P promotes the proliferation and colony formation in gastric cancer by indirectly regulating miR-335 expression.
lncRNA target	hsa-mir-143	Colorectal Carcinoma	28619512	PART-1 functions as a competitive endogenous RNA for promoting tumor progression by sponging miR-143 in colorectal cancer.
lncRNA target	hsa-mir-218	"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal"	28631575	Long non-coding RNA CCAT1/miR-218/ZFX axis modulates the progression of laryngeal squamous cell cancer.
lncRNA target	hsa-mir-214	"Carcinoma, Pancreatic"	28639886	"A competing endogenous RNA network identifies novel mRNA, miRNA and lncRNA markers for the prognosis of diabetic pancreatic cancer."
lncRNA target	hsa-mir-429	"Carcinoma, Pancreatic"	28639886	"A competing endogenous RNA network identifies novel mRNA, miRNA and lncRNA markers for the prognosis of diabetic pancreatic cancer."
lncRNA target	hsa-mir-200b	"Squamous Cell Carcinoma, Esophageal"	28640252	Long non-coding RNA ATB promotes malignancy of esophageal squamous cell carcinoma by regulating miR-200b/Kindlin-2 axis.
lncRNA target	hsa-mir-23b	"Carcinoma, Endometrial"	28653877	Long non-coding RNA tumor suppressor candidate 7 advances chemotherapy sensitivity of endometrial carcinoma through targeted silencing of miR-23b.
lncRNA target	hsa-mir-150	Lung Injury [unspecific]	28655711	Long noncoding RNA FOXD3-AS1 regulates oxidative stress-induced apoptosis via sponging microRNA-150.
lncRNA target	hsa-mir-186	"Carcinoma, Hepatocellular"	28656879	Long non-coding RNA PVT1 serves as a competing endogenous RNA for miR-186-5p to promote the tumorigenesis and metastasis of hepatocellular carcinoma.
lncRNA target	hsa-mir-196a	"Carcinoma, Cervical"	28671039	LncRNA GAS5 suppresses the tumorigenesis of cervical cancer by downregulating miR-196a and miR-205.
lncRNA target	hsa-mir-205	"Carcinoma, Cervical"	28671039	LncRNA GAS5 suppresses the tumorigenesis of cervical cancer by downregulating miR-196a and miR-205.
lncRNA target	hsa-mir-17	Atherosclerosis	28676341	"The Circular RNA Interacts with STAT3, Increasing Its Nuclear Translocation and Wound Repair by Modulating Dnmt3a and miR-17 Function."
lncRNA target	hsa-let-7	"Leukemia, Myeloid, Acute"	28693523	"LIN28B/let-7/IGF2BP1, in leukemogenesis and provide a rationale to target this pathway as effective therapeutic strategy"
lncRNA target	hsa-mir-125b	Osteosarcoma	28695772	"Circular RNA GLI2 promotes osteosarcoma cell proliferation, migration, and invasion by targeting miR-125b-5p."
lncRNA target	hsa-mir-204	"Carcinoma, Hepatocellular"	28720061	The long non-coding RNA MALAT1 promotes the migration and invasion of hepatocellular carcinoma by sponging miR-204 and releasing SIRT1.
lncRNA target	hsa-mir-101	"Carcinoma, Colon"	28720069	Long non-coding RNA SPRY4-IT1 promotes proliferation and invasion by acting as a ceRNA of miR-101-3p in colorectal cancer cells.
lncRNA target	hsa-mir-195	"Carcinoma, Hepatocellular"	28722813	Knockdown of long non-coding RNA MALAT1 inhibits growth and motility of human hepatoma cells via modulation of miR-195.
lncRNA target	hsa-mir-19a	"Carcinoma, Hepatocellular"	28724429	its pro-metastatic phenotype can partially be attributed to the HOXD-AS1/miR19a/ARHGAP11A signaling axis
lncRNA target	hsa-mir-134	"Carcinoma, Nasopharyngeal"	28728844	Long non-coding RNA PCAT7 regulates ELF2 signaling through inhibition of miR-134-5p in nasopharyngeal carcinoma.
lncRNA target	hsa-mir-19b	Breast Neoplasms	28731027	PTENP1 acts as a ceRNA to regulate PTEN by sponging miR-19b and explores the biological role of PTENP1 in breast cancer
lncRNA target	hsa-mir-92a	Coronary Artery Disease	28760552	CDKN2B-AS may indirectly regulate coronary artery disease-associated genes via targeting miR-92a.
lncRNA target	hsa-mir-144	Lung Neoplasms	28762326	Long Noncoding RNA Urothelial Carcinoma Associated 1 Promotes the Proliferation and Metastasis of Human Lung Tumor Cells by Regulating MicroRNA-144.
lncRNA target	hsa-mir-29c	Osteosarcoma	28789596	WITHDRAWN: Circular RNA hsa_circ_0001564 facilitates tumorigenesis of osteosarcoma via sponging miR-29c-3p.
lncRNA target	hsa-mir-21	Multiple Myeloma	28801664	"we identified microRNA-21 as a STAT3 target gene with strong anti-apoptotic potential, suggesting that noncoding RNAs have an impact on the pathogenesis of human multiple myeloma"
lncRNA target	hsa-mir-34a	Osteosarcoma	28810936	"lncRNA C2dat1 Promotes Cell Proliferation, Migration, and Invasion by Targeting miR-34a-5p in Osteosarcoma Cells."
lncRNA target	hsa-mir-205	Neoplasms [unspecific]	28825698	Functionally the lncRNA-PNUTS serves as a competitive sponge for miR-205 during epithelial-mesenchymal transition (EMT)
lncRNA target	hsa-mir-150	Myocardial Infarction	28843520	The long non-coding RNA MIAT regulates zinc finger E-box binding homeobox 1 expression by sponging miR-150 and promoteing cell invasion in non-small-cell lung cancer.
lncRNA target	hsa-let-7	Neoplasms [unspecific]	28846452	"Concise Review: LIN28/let-7 Signaling, a Critical Double-Negative Feedback Loop During Pluripotency, Reprogramming, and Tumorigenicity."
lncRNA target	hsa-mir-106b	"Carcinoma, Ovarian"	28864116	lncRNA PCA3 may coordinate EOC tumorigenesis through disrupting miR-106b regulated gene expression
lncRNA target	hsa-mir-138	"Carcinoma, Lung, Non-Small-Cell"	28872894	Knockdown of Long Noncoding RNA Small Nucleolar RNA Host Gene 12 Inhibits Cell Growth and Induces Apoptosis by Upregulating miR-138 in Nonsmall Cell Lung Cancer.
lncRNA target	hsa-mir-125b	"Squamous Cell Carcinoma, Oral"	28926115	Long non-coding RNA MALAT1 promotes oral squamous cell carcinoma development via microRNA-125b/STAT3 axis.
lncRNA target	hsa-let-7	"Adenocarcinoma, Pancreatic Ductal"	28947981	"Lin28B, a Lin28 homologue, represses the biogenesis of let-7 microRNAs (miRNAs), has a role in tumorigenesis, and is considered a potential therapeutic target for various human malignancies"
lncRNA target	hsa-mir-21	Colon Neoplasms	28954383	Long non-coding RNA CASC7 inhibits the proliferation and migration of colon cancer cells via inhibiting microRNA-21.
lncRNA target	hsa-mir-31	Chordoma	28963737	Long non-coding RNA LOC554202 modulates chordoma cell proliferation and invasion by recruiting EZH2 and regulating miR-31 expression.
lncRNA target	hsa-mir-124	"Carcinoma, Lung, Non-Small-Cell"	29034803	LncRNA HOXA11-AS promotes proliferation and invasion by targeting miR-124 in human non-small cell lung cancer cells.
lncRNA target	hsa-mir-34a	Breast Neoplasms	29037220	circGFRA1 and GFRA1 act as ceRNAs in triple negative breast cancer by regulating miR-34a.
lncRNA target	hsa-mir-124	Cardiovascular Diseases [unspecific]	29042195	Circular RNA WDR77 target FGF-2 to regulate vascular smooth muscle cells proliferation and migration by sponging miR-124.
lncRNA target	hsa-mir-34a	Gastric Neoplasms	29080815	Knockdown of long non-coding RNA HOTAIR inhibits cisplatin resistance of gastric cancer cells through inhibiting the PI3K/Akt and Wnt/¦Â-catenin signaling pathways by up-regulating miR-34a.
lncRNA target	hsa-mir-939	Colorectal Carcinoma	29081216	Long Noncoding RNA HEIH Promotes Colorectal Cancer Tumorigenesis via Counteracting miR-939?Mediated Transcriptional Repression of Bcl-xL.
lncRNA target	hsa-mir-200c	Lung Fibrosis	29113749	Long non-coding RNA-ATB promotes EMT during silica-induced pulmonary fibrosis by competitively binding miR-200c.
lncRNA target	hsa-mir-184	"Squamous Cell Carcinoma, Oral"	29125238	LncRNA UCA1 promotes proliferation and cisplatin resistance of oral squamous cell carcinoma by sunppressing miR-184 expression.
lncRNA target	hsa-mir-9	Glioma	29137410	LINC00461 knockdown decreased expression levels of microRNA miR-9 and flanking genes MEF2C and TMEM161B
